Engine_Size,Horsepower,Weight,Age,Mileage,Price
4.947547746402069,387,2056,2,125018,112793.56439908434
4.08897907718663,314,2996,5,177075,83463.18320059463
1.7948627261366896,305,2727,4,24996,77410.62784830073
1.0220884684944096,254,1101,4,105922,65386.49654165919
4.261845713819337,341,1446,9,91598,94994.77793826562
3.8274293753904685,305,1462,11,40931,91222.2716647439
3.9160286721639492,308,2559,8,129168,78940.28544275109
4.0850813867437825,335,1055,6,171782,86516.64435958034
1.2961786069363614,134,1397,1,128099,58515.89202556179
2.4338629141770904,246,1461,2,39693,81179.48531994957
1.4634762381005189,72,1034,6,171812,26235.661280103803
4.4524137035023745,211,2168,11,113944,77246.62658130404
3.4931925073102317,227,1569,2,22374,87010.32486789672
2.3235920994105967,393,1012,13,86471,87580.00406873843
1.2542334011440945,215,1262,10,50913,63640.06774173266
2.243929286862649,362,1082,5,128683,89604.74435251535
2.300733288106988,222,2286,14,49516,71138.67550663839
3.9184247133522563,262,2230,5,92796,86023.45845695616
3.5502298854208525,142,887,6,31069,78093.12124587387
4.548850970305306,374,1867,6,123333,106487.52986952703
2.888859700647797,209,1260,14,192305,55229.24079461342
1.4783769837532068,256,2524,6,89811,69544.6035569957
3.85297914889198,362,2176,14,195121,70430.12365325824
4.04314019446759,130,1314,2,123028,72272.009318419
3.245108790277985,267,1502,14,44178,79785.67777885497
4.083868719818244,364,2453,10,37821,90236.21506185294
2.975182385457563,388,2866,14,187799,73053.03211587408
3.0909313175279762,371,822,13,197007,81726.90477127564
2.7101640734341985,80,1853,14,21999,45783.95115733527
1.1016765069763808,131,2630,3,198594,42831.74285697821
1.4315657079732178,295,2955,14,43712,51407.60343486454
1.125716742746937,222,2104,6,176244,47026.71431065698
3.5456416450551216,268,1934,13,38722,77071.43446838066
2.2574239243053067,121,2983,8,15625,54809.03048980356
3.034282764658811,329,1161,12,11859,87482.3494323312
4.6302658957043725,128,2976,13,177681,55973.22698500053
1.9971689165954998,141,2699,11,179379,40494.363408005454
2.641531692142519,217,2084,12,115986,67120.20757888086
4.022204554172195,132,1314,1,26839,87324.08969765254
1.9151926619664899,379,1248,1,32216,106457.07845165256
1.307919639315172,312,2723,11,57953,67755.74467899084
2.159005811655072,399,2306,13,196665,79858.73290970632
1.6448851490160177,176,2047,2,54522,66046.03109261677
4.718790609370292,295,2655,11,140958,79996.89126769739
4.232481518257668,382,1673,12,116249,100323.40325728
3.533615026041694,287,2228,12,12485,84497.28306703987
4.485842360750871,310,2554,6,167527,94322.87496992646
4.214688307596457,328,1722,9,152839,92324.38045071917
1.7462802355441434,331,2959,4,117701,62945.351427355665
4.570235993959911,74,1836,3,164525,70481.49683683521
3.157368967662603,330,2216,12,107638,78723.99123105826
4.229760620656251,123,1113,8,189514,66537.49947756983
4.584365199693973,116,2797,11,187949,54412.786326934875
2.2720138998874555,284,1837,10,17226,68732.31356012801
1.440207698110707,246,2456,14,98405,54260.14617107727
1.9117406501677667,78,2578,9,27588,47925.72734180961
2.7084311545050253,168,1814,12,167781,56844.75272302733
4.272059063689973,89,1893,11,183860,46488.89488814351
4.442922333025374,310,1924,5,42019,104797.53111192933
1.0278085221247628,130,1497,9,181020,37182.5714892653
3.042989210310263,247,2979,2,70133,81197.21373210975
2.669644012595116,131,2204,3,119444,60885.83392985647
1.888431241882921,214,1955,7,122603,63422.249572464025
1.4794614693347312,285,1843,7,163598,62418.48614971996
2.350460685614512,72,2729,6,133585,38852.31085963764
4.771638815650077,229,1813,6,188270,82958.63761913156
2.292811728083021,296,1026,2,48395,90790.02113898666
3.0751624869734644,338,2628,10,160103,73796.09179014328
3.8120758355807114,189,2292,6,130814,56312.42930444499
2.454518409517176,158,1621,4,173773,64002.48769398093
4.887128330883843,398,2823,12,117599,93760.78856033683
4.849789179768445,137,1670,3,30939,83172.42556805625
2.0071291833014566,167,2885,13,185217,41967.49105065236
2.988994023569542,336,2595,11,156396,75427.10082732097
2.2035132392670786,174,987,13,158939,49721.38493276235
2.1393619775098704,392,1880,2,5203,95577.80892247887
1.1475477894181312,192,1740,1,152616,60701.25598874191
3.4382573359195874,98,1325,11,151971,54598.90911029476
3.010716092915446,206,1135,11,34063,78527.36015828248
1.2059150049999574,264,1878,5,95880,64548.242465697214
2.1145858569464457,295,961,2,8748,99786.45752989655
4.633063543866615,239,1393,2,122269,93296.72333425407
1.9582475626678897,78,2738,7,85764,37245.70157863101
1.5795794883648924,109,859,8,156956,41203.74212953274
2.957811041110252,94,2701,13,161255,38725.03063320393
4.942601816442403,330,1205,10,113036,98745.36198624555
1.9682210860460017,295,1463,8,155331,71043.5943921219
3.688542189623514,193,1932,14,172031,57793.98736139591
4.04647846131487,107,1899,4,121525,74881.42027084061
1.9505501759695987,397,1341,14,169529,70671.6109154439
3.9128653944474383,320,2137,1,90679,90282.22183122243
2.471132530877013,245,1797,11,130829,62612.25680468714
3.529223322374318,159,1940,7,133216,56422.61314016213
3.534118843043579,106,1667,1,138175,71460.90564933713
3.143098736299034,385,2866,11,70901,90128.67488531685
1.3611590802176332,245,1231,4,180607,58754.59021032847
4.341209982356952,353,1539,8,152175,102313.46329081486
2.2831202598869433,150,2173,2,103046,68370.43830273769
1.746074041599417,183,982,6,95012,70450.03310987061
1.1631005662190557,109,2960,13,83278,32370.383811925596
3.3635717727529673,370,2006,6,17391,95923.46830326463
3.7102574473691297,293,1969,12,107476,82303.05671802373
1.0663513157114246,387,1630,9,164973,66999.9659918497
3.048372233197124,184,2451,5,125721,67243.72039609376
1.9059831007917518,255,1936,10,102537,62108.14984231593
3.5806911616377994,392,1275,4,86159,112041.28857708686
1.6974657160199658,125,2126,5,136040,53218.16075777638
3.763750952409864,109,1770,12,186429,51022.85862771706
2.5469413852021496,109,1819,12,174509,32641.775113916432
4.746919954946938,306,1941,10,40503,93573.9823069295
1.550083776583973,358,2636,11,80403,72769.54166009386
2.364265404201034,331,960,5,177330,83548.2745388412
1.4538940849623563,285,997,8,169796,57746.36300763454
4.698774473114251,216,2083,10,69286,73519.37592256957
4.509357413523924,237,1459,12,79842,83810.04505897868
2.0317665108606224,161,2575,8,109927,46619.686248306105
3.639936184136716,128,1870,2,19908,75732.86716890585
4.268888800804863,128,2810,7,186698,63388.30905035218
3.2208032463978493,373,1198,8,42228,105169.37987326116
3.118602313424026,238,2533,11,28386,68319.4283722107
1.9674091636018067,338,2382,6,182826,70539.39177075359
1.3724110712235968,114,2925,5,33302,49498.895239866964
4.5888630318133075,250,2971,11,65815,79269.68373102388
4.601672228653322,239,874,9,68344,92358.85021000807
3.5324058290930718,260,2984,13,171690,65086.54127194536
2.3561191641948027,224,1401,3,116603,71526.09157991044
2.3968382984506436,257,1636,12,66114,60919.19871502481
3.9038227154809575,76,2328,13,30525,65218.63139186646
4.588441039810308,202,1299,13,84818,83614.19794093272
4.548345697060469,304,2396,10,119589,80801.45622023677
4.1195021834304955,114,937,4,150406,74596.69751132373
3.568126584617151,383,2897,9,99715,93596.32349986777
1.3365598599801953,318,2594,6,198839,64720.57860247176
1.646514856378455,100,1772,8,11644,55690.665400674065
4.5942167541083165,92,2442,7,106154,65740.27957490782
3.4257162386383597,229,2685,11,169005,70076.84953441667
1.0367882064665186,227,2828,2,48469,65621.08001402946
1.4058861714641284,108,2700,3,169759,40051.57307510957
3.6540070764322232,151,2249,1,111609,80033.71525568576
1.0202463353848747,327,1346,9,188728,62554.0238928361
1.6432322056699946,275,1721,13,153447,57514.086281628064
3.1949351574663445,146,1380,7,70206,71078.7472676868
3.767580790770773,81,2172,1,101462,71867.56419500073
3.607845038010402,364,2756,3,172679,85556.15903708719
1.8970772378422391,293,2803,4,88178,66011.84596688786
3.8487168853901434,82,2896,4,160065,64515.198699289074
1.9489963499872003,115,1503,5,180458,51188.25360884346
2.301598792637071,224,2425,14,182359,51433.30672813946
3.9859656204720966,182,1437,3,91724,75906.00886288864
3.5985315961888587,302,1809,3,101393,98705.22831308338
4.396893641976712,86,1440,1,132314,73602.60090903487
3.6304515692013735,292,2661,7,81312,79742.56171956577
3.2732344133418865,257,2005,11,80324,73758.08946857516
1.37469907131237,232,1485,10,76196,55427.01151778634
2.470863212237734,395,2651,14,75014,76902.12720677385
2.060809470726902,143,987,1,144282,64987.22403074278
1.9759585735163343,302,2419,2,146994,80495.12811430008
4.892042219009783,293,2487,13,172361,86139.1802627756
2.5723908986670416,388,1784,4,38340,106559.50615354425
4.568186220708453,129,1347,13,44850,60879.91486868704
3.5245545039890516,291,2231,4,193056,75841.121882696
4.179245214166594,106,1675,5,118711,59407.64789422092
3.0105483724207684,347,1417,11,16094,84884.15560719099
3.3076155385054364,265,2165,2,92959,83751.61325352434
2.9700707752754556,311,2043,4,169490,83359.17427833837
1.780971951192178,393,1702,1,10741,97938.82943707472
3.8898084610460213,288,962,2,116585,96081.31733362493
2.123089449763423,261,2774,1,127564,73638.41901410621
1.0972638657258154,86,1069,10,73798,34302.72269976747
3.5818891836286713,81,1431,10,121026,52345.06770421005
1.7084427176281958,262,1705,13,115130,55354.35861193871
4.761834337411657,91,2814,4,27164,75759.54475613654
4.8157143080103495,189,2441,4,171667,79652.12441521052
4.659457560881794,279,1004,7,35257,109918.34943571956
2.4806348010217776,375,1381,10,150283,85459.11921357969
1.0618264661154697,339,2379,11,100989,58853.94160646408
4.713274250350901,261,1640,11,141304,81715.22870554985
2.7127365932692573,244,2636,9,57691,68039.41706069345
4.866619276174678,354,2051,9,84768,98305.7516267937
4.854479908357011,273,2519,5,161685,89928.61839596063
4.41203782186944,233,2442,10,19026,75225.32481010097
2.1777955682783428,320,1674,1,189607,85187.37648625916
2.540390914407701,296,2264,1,35908,98618.24126883838
4.404546686067428,76,1489,6,188185,61507.370785180334
2.2676880206251107,98,2810,2,24610,59435.88203941175
1.67797098674437,102,2222,8,182718,38721.54912999832
3.2272050498334006,203,2801,13,68185,66314.77028346826
4.744619096643124,148,1471,9,77567,77035.12418905878
3.784119186699892,127,1971,13,183646,56135.99932410782
3.28024468035746,95,2295,4,41182,69314.8708051259
1.3887059750830741,295,1743,5,121136,82411.82502068803
3.460028906796679,354,2249,11,136642,79840.56117856195
4.960215400417053,73,1695,8,24288,66143.68096473227
1.5603360609460961,168,2989,3,83824,49327.0728841412
3.073318609454947,108,2136,5,165949,56150.27006264037
4.509492287711822,340,964,3,89425,115541.34877179834
3.9630744710168178,354,2868,12,5917,88108.69006603093
3.788062963981072,226,1905,10,80602,75296.68146247193
3.809936335948437,144,2553,3,69575,78352.70437424538
2.4379646048790207,357,2738,3,77518,83126.11383463987
2.1743673770579734,199,1170,13,44104,59340.2720204897
4.2374446219140545,244,2680,12,154134,63610.20353726114
4.240453578716723,153,1652,7,21999,87654.84909414659
4.468289274320415,91,1183,7,197917,72126.31825354515
4.652962210225885,96,2731,7,146013,55010.582734341784
3.045369595443751,264,1224,10,66169,78918.50926860889
3.0060651787487984,305,1428,8,159542,85781.4563053151
4.193180715867101,161,1694,5,134744,78109.40164504798
3.5998557231110606,90,1397,5,115684,63412.92961989301
3.8078675090308134,372,1392,14,64821,84226.44947419202
4.183170677744404,153,2487,4,180507,74714.52818106956
4.560021367270265,331,1372,7,140601,99394.6670128846
2.351980627406143,216,2875,10,17192,56620.55308054037
2.502331810559776,326,2890,4,79102,88309.94975385316
1.375927759363476,127,2504,2,119894,43133.88426611845
3.313120563984696,84,976,4,91795,67258.9337410405
1.1437690951869683,231,1328,13,170159,45794.359244635096
2.8623920725298406,232,2433,13,71677,71431.8832244779
3.1705785388303065,389,1765,8,140699,88658.47735124169
2.1461650085131376,350,2317,9,192613,67352.06663660146
3.363333042276043,349,997,3,139327,91340.11261371987
1.1220009997561977,81,1652,7,193505,31253.61960275655
1.1493927549968577,343,2337,14,141285,52280.864735571646
4.290402242638633,340,2869,12,107412,80359.14611108559
2.4407625656450516,277,1880,14,24404,70445.20314961976
1.5082420506075391,96,897,9,121545,33706.454475647355
3.0889730402192175,141,2703,11,161452,41149.47309466925
4.079974212394443,129,1234,4,155245,72975.09933111977
1.8632841099873727,214,1436,10,189099,53884.626295418646
3.491561903276001,162,1387,3,28989,82451.21123298853
1.341389859975072,378,1143,5,113106,83623.66643087578
1.2067268846744308,77,2117,1,29519,52401.71200911919
3.125418526272592,148,2779,3,27439,72080.70519403242
3.162540486440426,96,1370,8,123570,60255.43499283449
3.549719605992826,243,1410,11,19995,84543.8254913809
3.904365334890646,119,2527,8,28559,65150.41062183269
4.903408317850138,268,2654,13,94049,85668.82024071587
3.0652013932047812,250,1759,4,141093,79224.71461815485
2.291825891764984,93,2879,2,103000,60020.676915818716
4.180744779074814,385,1331,13,157191,98080.04038893392
2.083329005048297,115,1977,8,187611,36359.11843352015
2.7558856828225444,84,1891,8,44350,52828.9477682368
1.3138255253690638,222,2701,10,182295,48129.74440280526
1.10140297366183,291,1683,4,30517,68550.4016886499
4.8505936587117,275,2478,3,158322,99349.87408316047
4.343920482048823,342,2926,2,94132,98911.39288232727
3.783896824374792,305,2549,9,190271,78279.65977054343
2.6358117776570795,297,1581,1,64546,91575.86090695276
1.693177280283383,78,2905,7,110686,32063.59060334863
1.6257481706843442,235,1680,5,93151,73131.62837613463
2.0009715926583813,388,1246,8,8327,107425.22789395369
3.196906658824482,283,2913,4,125318,76369.7718888174
3.8583836908002493,186,2583,7,165840,64893.07677217578
3.640789506870925,141,2077,13,178860,38607.01833863211
2.1197355877837714,133,2791,5,120945,58544.799219550776
4.819461122652776,274,1867,14,51830,91513.11559543225
3.951587666783074,278,2377,5,57446,82325.10202399004
3.2174162100456027,141,1811,14,151232,40181.3423701304
3.446882984937409,346,1573,9,192655,72571.50746367296
2.6784002497111596,343,2614,9,170070,75637.44762455336
1.9909239580046298,389,2001,13,163302,73763.18876210746
2.4238907146050463,164,2250,9,145148,48092.61599499643
4.031384441857476,235,1106,12,74341,83470.0956917738
1.0575739545190235,101,1578,6,36085,51598.177241107944
1.464290562027665,80,807,6,60571,51597.29596195023
1.184010568087011,370,1275,5,150787,82785.10867812257
1.1629152092758805,286,2120,9,133308,52834.003668066856
4.421842336044029,358,1284,10,10750,111792.4347563217
3.8146314375200947,171,1704,8,118931,67359.963730089
2.8966953163493008,336,1358,7,83768,98409.80594062964
1.391336642604006,283,2767,7,40903,62456.9230234247
2.9664635004673294,248,1927,6,168165,69645.647610738
2.8938870831222627,157,2033,5,96036,66936.15235268987
1.6928074796400607,110,1267,13,92954,43732.732576232906
2.735406596951892,145,1647,4,170386,63871.515278705614
2.5940189375894938,115,1058,3,184297,53589.979409482556
3.463400392208866,229,1082,3,88014,88049.52109643776
3.540374603470575,149,2449,6,171251,61948.5753597782
1.181216039088178,379,2698,4,122305,73016.6371925648
2.498450458505885,155,839,12,161410,55500.09675534417
3.5034396628569455,161,1814,12,37101,60577.58773541665
3.012545034320351,217,1412,6,7775,81826.09082930938
4.4259593647532895,230,2715,3,116497,81846.994296008
3.63477452647578,271,1487,4,50619,92496.52156406114
1.6517377083257188,311,1412,9,181910,72656.27896621177
1.2822749896017194,71,2581,5,155611,43256.59854760075
3.5696771128252625,294,2610,13,62124,82669.5792055082
1.1060452421664873,358,2347,7,70149,71650.15553692763
3.343102325093853,302,2730,10,31616,86343.62998475185
4.76092096569983,146,1952,2,190639,78158.05836022766
3.301896711503516,185,1374,14,173171,57119.442209543166
2.5526797048260876,223,2710,14,66799,56900.710900512866
3.5731528737694127,172,1812,5,95221,83839.63227705094
2.8330115619660665,263,1469,9,119879,80617.96552351085
3.1824671572637397,235,1068,11,30479,83105.8993503454
4.765859235106101,159,2083,3,182244,76860.84905329568
2.544410551203097,243,1723,14,104165,61764.888200897585
4.844762255295657,191,1925,9,60863,86336.89106505393
4.621402567824255,212,2329,14,178115,62908.97598332392
1.7831645391571858,175,2558,11,87569,53661.37489308
1.2774452035006618,374,2394,6,151480,67404.93607079076
1.4031120055097066,386,1046,4,194052,82749.95448406468
1.072887302606199,192,2360,7,21351,46166.44067188644
1.3777718430237136,78,2978,8,140203,29522.84211117907
3.7320270936654274,331,2739,6,49825,103283.60241392063
1.284754593840916,142,1729,5,16349,65046.07422268689
2.275902521175045,292,1026,6,197003,81034.32241907297
4.379501243877819,110,1064,5,49254,78139.15161425063
1.0930877429433035,273,2195,8,43225,65590.5661275486
4.257873930355743,333,2257,1,17453,116251.71270831746
2.1274190990935997,397,1445,11,154886,81708.94746627568
1.472659310486625,247,2218,7,154335,60027.303870684605
3.7869486614566026,387,2273,10,82694,101907.97914330314
3.515771387119536,153,2187,10,20735,63690.09626888664
4.509888054108211,387,2699,11,151902,89450.75423563817
3.940284175215543,180,2049,2,52893,76875.40558837757
4.213923721539395,320,1781,14,180745,72271.25951263715
2.128138290285226,76,1954,9,132006,47685.55328317666
1.7097581751188913,153,1387,1,50066,65011.03906999052
4.002459006563433,277,1275,11,139445,84906.69332313295
4.2273389570690565,383,2621,10,146407,98253.57686639286
4.962020568002693,91,1785,6,159813,69016.43366906184
2.650470707645706,72,2041,9,15692,57482.72286016471
2.4880723431711327,196,989,1,183367,76026.77939308365
4.105651842967987,366,2240,4,50541,99414.45942841108
2.3632141610120714,257,1780,4,170129,68153.13156159132
4.723029302414259,83,2498,9,71983,60977.28836095506
4.433651007372047,81,2515,11,155655,50978.19250856123
2.7159761095000734,156,840,5,158837,69621.40236640608
4.0034842711659895,81,1742,5,195359,56933.17051461645
4.018171496338729,94,1137,6,159978,65766.36583605074
1.4124954753437304,370,2137,1,125747,78242.89571809367
4.610211626718266,312,1898,1,90103,112255.56383641464
3.0210094897914286,191,1695,9,182597,57779.765967214735
4.305829864430967,216,2474,3,174302,87167.38167499751
2.280198404122447,124,1730,4,155592,56328.87270222637
4.582092913984802,307,1088,1,188006,94481.26542206302
2.5568067149366525,242,1523,9,30566,75079.0399867651
1.0433506059211934,290,2753,8,78193,55812.480710038726
4.621527905677055,188,1889,2,166206,86737.49013230721
1.3651467071445342,378,1282,8,146417,74850.99974552193
2.2772545503616595,252,1735,7,126015,70017.88767803005
4.80024786820322,357,955,11,177257,93939.65739539295
4.802428587750224,376,1870,6,135956,101536.23718268519
3.2937515524931444,369,2758,1,75744,94412.38237186702
3.527348848679197,151,2483,7,38455,74528.50547354123
2.793782087913279,280,923,10,164090,72342.29119430775
2.172843086792258,219,2848,7,59219,62611.770225846136
2.314658181479664,106,1767,13,50991,47831.9159596265
3.6900738243081537,381,1654,14,78616,86287.00162703636
4.00949811775072,128,1439,9,92438,67789.18780812564
4.166316174903394,200,2402,1,121841,85101.3984726946
4.158472571178216,271,1241,2,145558,89767.4555741419
1.3648244121947615,312,2744,11,174934,49697.11533216205
2.977681218810326,104,2638,9,63870,61393.27021859597
1.2302350400665771,162,2629,13,91694,37487.57765653484
3.198115529294942,276,2990,9,48856,73588.6401897395
2.766122005493508,374,1332,13,106407,75617.05801615168
4.5508167310331995,282,2136,6,36379,101909.60203563678
2.4036600502083147,228,1748,6,69729,67991.33133411231
1.4682680657104235,93,2819,4,164450,39578.68122087609
1.5719667282113434,362,1259,4,59353,80431.5684791078
4.046042526869889,73,1350,5,186068,66083.76421677969
3.4728722532650442,289,1192,3,19031,106364.77924421326
1.404490704491161,89,2587,1,70982,54224.967363319374
1.3364272244599897,221,1644,1,41683,66484.37713865342
3.80387652583648,119,1938,12,119091,61687.542926238
1.291052025456774,246,1445,13,122797,49162.91120545243
4.287440237161425,165,2266,7,153690,64119.462503683346
3.824968908625985,174,2177,1,11587,86250.48604021962
1.325395122567599,319,941,1,67790,85238.12261380834
1.3393508563407677,186,1300,3,36480,66591.1635948247
4.946558314004702,297,1639,10,156599,95857.9177515611
2.4970831830244813,135,2482,4,28569,75540.275446409
2.4825685882675637,331,2365,4,16151,83617.78601939318
4.25119826903001,364,2846,2,195246,91395.74418061714
4.788994309535434,312,2330,1,49739,109336.57615650828
4.944004255291484,255,1395,3,37954,103697.13158764572
4.0135127410357665,315,2704,11,114373,82735.25567467872
2.505038342123663,194,1080,4,171375,72790.23351671828
1.334002866794675,337,1223,3,39700,91067.85264570761
4.108587663709747,200,1069,8,128728,82274.12914892712
3.23361699894322,306,953,14,71788,89376.37359614439
2.696888036987905,87,2550,10,76045,40236.76788132269
4.625417540378944,109,1461,1,173914,84765.76428280464
1.4447899292246054,90,2767,14,149972,23460.601263348126
2.9705004171634366,294,882,2,132992,94920.26944068562
1.0454145790696763,351,2249,13,85059,57785.26549116019
2.874642567976505,77,2098,7,6881,56154.17858434565
1.2252131027273494,169,1779,4,169109,54968.571279228934
1.4752716650722877,309,2459,8,137702,53927.36320682906
1.4701049871084195,156,2198,11,25789,55874.93028830892
3.5968412084642543,367,1432,13,131083,91967.90717942198
3.984179517061693,83,2331,3,93059,69122.64040563835
3.3334750603886385,71,1586,6,51151,64874.52566100189
4.848690193898168,362,1197,9,184992,93776.98082664309
2.4994823180948162,394,1943,1,114388,100282.06555677686
2.142848345127443,110,1733,1,8262,71255.15299305666
4.474396512757841,387,2260,8,71981,98569.16512194362
1.8943833540778106,385,2652,3,125951,81561.58708218152
4.852890157762445,180,1085,5,128099,86453.52413862055
1.0486178987592654,83,1064,1,86972,52607.17220747818
4.879515306830556,300,2936,5,80485,89602.76538789457
1.1726396478023045,153,2477,11,59722,47573.458725337914
4.564572454792284,199,2026,6,94499,82489.1073588288
3.1108044363451994,300,1620,8,186890,75912.05937022815
4.971859184477202,395,2562,13,166004,88693.22053883047
1.2951862589415954,214,840,14,11901,62265.767441392716
3.215417137605283,97,2531,3,122473,61403.97802274929
4.877210142476396,135,867,3,13597,101358.84308546328
3.0923913766805953,232,1787,12,134631,67276.64457813969
3.51759455254105,298,2599,11,68909,77879.61441114284
3.7829947559384687,330,2421,11,77391,81369.09395999495
2.818164259071093,233,2455,10,144335,66013.27749215196
3.5102323203362538,370,2078,9,68293,91715.53806875774
3.337257247692401,372,1494,4,161877,94059.3101485581
4.604632041963956,356,1885,4,16874,111922.27830424828
1.1817855213658315,79,2493,12,91402,29149.085617641005
2.1238527583689213,264,1858,7,19079,76581.80709580201
4.801645936306235,187,1578,2,185922,94720.44530411277
4.561055135563665,339,1293,8,77779,97242.01081387085
2.8226270111428517,149,2385,6,100408,57430.85503533476
3.480530391206147,162,2292,3,145090,76638.66522042043
2.1095247319245307,335,2590,9,125606,68703.6959329209
1.7524846388950452,326,1460,5,185572,71241.0106907859
2.8547936197599286,202,2148,8,125062,69507.7082419466
2.4134089121042113,345,2127,7,17100,81103.29321042493
3.3346244474034883,333,2099,14,62021,84287.58772549493
1.3109385478599394,240,2786,8,155872,51115.83052948723
4.897579230664666,70,2844,7,133126,64534.56449947721
4.9448429779184115,382,2728,3,199472,103531.13859960793
3.7926468560789806,133,2147,2,97446,71630.58191621865
3.1443854653764816,353,1858,7,34437,100226.04262376137
2.238110465145311,190,1776,3,182747,59954.43516377214
4.255180078827795,176,1281,3,156014,83819.56572561606
3.738924690215517,244,1527,2,25862,102676.05994936981
1.6504677573795652,273,1831,4,16669,86369.73055826887
4.64370873797537,234,1142,8,126219,86086.51822409949
4.290148971692676,374,2247,12,189844,87094.34814474647
4.799199653167696,189,1326,1,20916,99472.87327432347
3.90287803355344,113,2696,1,15878,91051.76540477137
3.4536607837431594,381,1458,12,7985,101321.11629931435
2.6729721451624755,225,2873,14,46235,59740.26934048448
4.730913933416053,276,1619,5,23931,105020.64233461715
4.464255558001634,177,1205,11,97876,78634.4915412434
1.1808746804247576,320,2373,5,5336,80238.83514731546
1.105467897989008,199,2611,11,47933,48134.11209567929
2.5058534675121984,362,1304,12,50536,82952.31124392171
4.242213323127332,89,978,1,74504,81508.11977638619
4.949104517259778,351,931,6,104214,104022.25761284221
1.6016675644141127,354,2646,1,187220,79177.1125501852
3.3765228614085405,70,2278,5,118936,52998.777678023456
2.523563426524086,188,1571,9,21279,64391.4370172691
4.879657591258413,104,2229,12,108751,63600.40839724655
4.368475692542835,267,2923,14,109433,71967.55239189323
4.353314818844551,314,1378,5,76386,103253.81092970136
2.874772639179881,128,2315,6,91124,57652.234266456995
2.6592780093506607,394,993,8,110750,90766.51128365041
2.093628287722825,230,2807,11,82485,60675.82382722506
